Position,Track Name,Artist,Streams,URL,date,region
1,Señorita,Shawn Mendes,67237638,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,2019-07-11,global
2,Goodbyes (Feat. Young Thug),Post Malone,37067320,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-07-11,global
3,I Don't Care (with Justin Bieber),Ed Sheeran,34332695,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,2019-07-11,global
4,bad guy,Billie Eilish,34301443,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-07-11,global
5,Beautiful People (feat. Khalid),Ed Sheeran,30020754,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97,2019-07-11,global
6,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,29789948,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019-07-11,global
7,Callaita,Bad Bunny,21917499,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-07-11,global
8,Panini,Lil Nas X,20866027,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r,2019-07-11,global
9,Otro Trago,Sech,20088512,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-07-11,global
10,Money In The Grave (Drake ft. Rick Ross),Drake,19853305,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2019-07-11,global
11,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,17673682,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-07-11,global
12,Someone You Loved,Lewis Capaldi,17533647,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019-07-11,global
13,Con Calma,Daddy Yankee,16938420,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-07-11,global
14,Piece Of Your Heart,MEDUZA,16900857,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2019-07-11,global
15,You Need To Calm Down,Taylor Swift,16620735,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,2019-07-11,global
16,Soltera - Remix,Lunay,16570849,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-07-11,global
17,Loco Contigo (with J. Balvin & Tyga),DJ Snake,16356605,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo,2019-07-11,global
18,Never Really Over,Katy Perry,15906331,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2019-07-11,global
19,Truth Hurts,Lizzo,15557804,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,2019-07-11,global
20,If I Can't Have You,Shawn Mendes,15480398,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,2019-07-11,global
21,QUE PRETENDES,J Balvin,14434591,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-07-11,global
22,Call You Mine,The Chainsmokers,14365615,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,2019-07-11,global
23,LA CANCIÓN,J Balvin,14107963,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-07-11,global
24,Ransom,Lil Tecca,13929966,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,2019-07-11,global
25,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,13771816,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,2019-07-11,global
26,Old Town Road,Lil Nas X,13690672,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019-07-11,global
27,Sucker,Jonas Brothers,13441220,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2019-07-11,global
28,No Me Conoce - Remix,Jhay Cortez,13021785,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-07-11,global
29,It's You,Ali Gatie,12616875,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,2019-07-11,global
30,One Thing Right,Marshmello,12498236,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,2019-07-11,global
31,7 rings,Ariana Grande,12343170,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-07-11,global
32,The London (feat. J. Cole & Travis Scott),Young Thug,12024777,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx,2019-07-11,global
33,11:00 PM,Maluma,12017252,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-07-11,global
34,SOS (feat. Aloe Blacc),Avicii,11789531,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,2019-07-11,global
35,Higher Love,Kygo,11484679,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2019-07-11,global
36,Lalala,Y2K,11359898,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2019-07-11,global
37,Con Altura,ROSALÍA,11203646,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-07-11,global
38,Te Robaré,Nicky Jam,11161518,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-07-11,global
39,Talk,Khalid,11117054,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019-07-11,global
40,Shallow,Lady Gaga,11080818,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-07-11,global
41,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,10875404,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,2019-07-11,global
42,Rodeo,Lil Nas X,10677617,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n,2019-07-11,global
43,No Guidance (feat. Drake),Chris Brown,10586229,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2019-07-11,global
44,Calma - Remix,Pedro Capó,10402992,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-07-11,global
45,Happier,Marshmello,10397089,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-07-11,global
46,Best Part of Me (feat. YEBBA),Ed Sheeran,10310313,https://open.spotify.com/track/5ug4vqGZ3eisGhY1IsziNX,2019-07-11,global
47,Wow.,Post Malone,10288586,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019-07-11,global
48,Rescue Me,OneRepublic,10062630,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,2019-07-11,global
49,"Go Loko (feat. Tyga, Jon Z)",YG,10056986,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,2019-07-11,global
50,when the party's over,Billie Eilish,9727857,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019-07-11,global
51,Tal Vez,Paulo Londra,9633316,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-07-11,global
52,Pa Mí - Remix,Dalex,9490406,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-07-11,global
53,On A Roll,Ashley O,9296717,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m,2019-07-11,global
54,Verte Ir,DJ Luian,9227834,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-07-11,global
55,Don't Call Me Up,Mabel,9210144,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-07-11,global
56,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,9130805,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk,2019-07-11,global
57,lovely (with Khalid),Billie Eilish,8940964,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2019-07-11,global
58,Mother's Daughter,Miley Cyrus,8908002,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr,2019-07-11,global
59,All Around The World (La La La),R3HAB,8905070,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,2019-07-11,global
60,Suge,DaBaby,8870572,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2019-07-11,global
61,Only Human,Jonas Brothers,8814970,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,2019-07-11,global
62,Mad Love,Mabel,8797317,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD,2019-07-11,global
63,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,8763880,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,2019-07-11,global
64,Without Me,Halsey,8734181,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-07-11,global
65,Post Malone (feat. RANI),Sam Feldt,8666114,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU,2019-07-11,global
66,Heaven,Avicii,8589811,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ,2019-07-11,global
67,Sweet but Psycho,Ava Max,8543893,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-07-11,global
68,bury a friend,Billie Eilish,8418193,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2019-07-11,global
69,Dancing With A Stranger (with Normani),Sam Smith,8361607,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-07-11,global
70,Runaway,Sebastian Yatra,8321668,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-07-11,global
71,Pop Out (feat. Lil Tjay),Polo G,8291641,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,2019-07-11,global
72,HP,Maluma,8109121,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-07-11,global
73,EARFQUAKE,"Tyler, The Creator",7964003,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,2019-07-11,global
74,Easier,5 Seconds of Summer,7940335,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,2019-07-11,global
75,"thank u, next",Ariana Grande,7935200,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-07-11,global
76,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,7930464,https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg,2019-07-11,global
77,Boy With Luv (feat. Halsey),BTS,7860354,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019-07-11,global
78,The Git Up,Blanco Brown,7852697,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,2019-07-11,global
79,MIDDLE CHILD,J. Cole,7754745,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-07-11,global
80,Cuaderno,Dalex,7672207,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,2019-07-11,global
81,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,7594957,https://open.spotify.com/track/6MF4tRr5lU8qok8IKaFOBE,2019-07-11,global
82,Ritual,Tiësto,7478707,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,2019-07-11,global
83,Bohemian Rhapsody - Remastered 2011,Queen,7475991,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019-07-11,global
84,rockstar (feat. 21 Savage),Post Malone,7455408,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019-07-11,global
85,Shape of You,Ed Sheeran,7411934,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2019-07-11,global
86,Eastside (with Halsey & Khalid),benny blanco,7410276,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019-07-11,global
87,High Hopes,Panic! At The Disco,7305215,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-07-11,global
88,i'm so tired...,Lauv,7300316,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-07-11,global
89,Find U Again (feat. Camila Cabello),Mark Ronson,7212526,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf,2019-07-11,global
90,Que Mas Pues - Remix,Sech,7166649,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-07-11,global
91,Here With Me,Marshmello,7140209,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019-07-11,global
92,Hate Me (with Juice WRLD),Ellie Goulding,7050489,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,2019-07-11,global
93,Better Now,Post Malone,6947466,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019-07-11,global
94,Contra La Pared,Sean Paul,6784955,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,2019-07-11,global
95,Believer,Imagine Dragons,6760772,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019-07-11,global
96,Girls Like You (feat. Cardi B),Maroon 5,6709670,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019-07-11,global
97,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,6622779,https://open.spotify.com/track/36J0iaPDGbYGsHvYpaYs3k,2019-07-11,global
98,wish you were gay,Billie Eilish,6604082,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2019-07-11,global
99,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,6601126,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019-07-11,global
100,Let Me Down Slowly,Alec Benjamin,6594514,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-07-11,global
101,So Am I,Ava Max,6529871,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,2019-07-11,global
102,3 Nights,Dominic Fike,6466776,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,2019-07-11,global
103,Better,Khalid,6377491,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2019-07-11,global
104,Si Supieras,Daddy Yankee,6342798,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-07-11,global
105,SICKO MODE,Travis Scott,6319953,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019-07-11,global
106,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,6309134,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019-07-11,global
107,Perfect,Ed Sheeran,6309106,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019-07-11,global
108,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,6253600,https://open.spotify.com/track/6EbduYTr62sSzvl36wWiFM,2019-07-11,global
109,Youngblood,5 Seconds of Summer,6182766,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2019-07-11,global
110,"break up with your girlfriend, i'm bored",Ariana Grande,6172090,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019-07-11,global
111,On My Way,Alan Walker,6169885,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,2019-07-11,global
112,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,6140658,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,2019-07-11,global
113,MIA (feat. Drake),Bad Bunny,6098436,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019-07-11,global
114,SAD!,XXXTENTACION,6049701,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019-07-11,global
115,Lucid Dreams,Juice WRLD,6031064,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019-07-11,global
116,Kill This Love,BLACKPINK,6015879,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,2019-07-11,global
117,Jetzt rufst du an,Loredana,6003625,https://open.spotify.com/track/5opjywL6TBjJRF22TcFDMo,2019-07-11,global
118,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,5952166,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx,2019-07-11,global
119,In My Mind,Dynoro,5887861,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019-07-11,global
120,Sanctuary,Joji,5861716,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3,2019-07-11,global
121,La Boca,Mau y Ricky,5824394,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019-07-11,global
122,Tilidin,Capital Bra,5824002,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ,2019-07-11,global
123,Si Se Da,Myke Towers,5822644,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,2019-07-11,global
124,Te Soñé De Nuevo,Ozuna,5812160,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa,2019-07-11,global
125,Paradise,Bazzi,5784776,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,2019-07-11,global
126,Going Bad (feat. Drake),Meek Mill,5768714,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019-07-11,global
127,C7osure (You Like),Lil Nas X,5707923,https://open.spotify.com/track/4no0eHn4fEB7tN1yZSXMma,2019-07-11,global
128,Pure Water (with Migos),Mustard,5699101,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,2019-07-11,global
129,Secreto,Anuel AA,5657050,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-07-11,global
130,HO PAURA DI USCIRE 2 - prod. Mace,MACHETE,5616755,https://open.spotify.com/track/0nFCpnM7nistUWXRZpzOWM,2019-07-11,global
131,Don't Stop Me Now - Remastered,Queen,5545276,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2019-07-11,global
132,Baila Baila Baila - Remix,Ozuna,5535341,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt,2019-07-11,global
133,Moonlight,XXXTENTACION,5533297,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019-07-11,global
134,Adan y Eva,Paulo Londra,5521243,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2019-07-11,global
135,Be Alright,Dean Lewis,5490639,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2019-07-11,global
136,I Like It,Cardi B,5484571,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2019-07-11,global
137,Sanguine Paradise,Lil Uzi Vert,5470231,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,2019-07-11,global
138,2002,Anne-Marie,5432939,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019-07-11,global
139,Instagram,Dimitri Vegas & Like Mike,5422516,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,2019-07-11,global
140,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,5421875,https://open.spotify.com/track/5WnfnSpuNEGXyEt78PBA6d,2019-07-11,global
141,you should see me in a crown,Billie Eilish,5375082,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,2019-07-11,global
142,Thunder,Imagine Dragons,5356715,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2019-07-11,global
143,I Like Me Better,Lauv,5343148,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019-07-11,global
144,Who Do You Love,The Chainsmokers,5340028,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN,2019-07-11,global
145,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,5321063,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo,2019-07-11,global
146,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,5266018,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny,2019-07-11,global
147,Homicide (feat. Eminem),Logic,5237366,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd,2019-07-11,global
148,i love you,Billie Eilish,5201171,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,2019-07-11,global
149,Say You Won't Let Go,James Arthur,5171852,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019-07-11,global
150,Another One Bites The Dust - Remastered 2011,Queen,5158788,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019-07-11,global
151,Taste (feat. Offset),Tyga,5096343,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt,2019-07-11,global
152,God's Plan,Drake,5063000,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2019-07-11,global
153,Good as Hell,Lizzo,5059874,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF,2019-07-11,global
154,Giant (with Rag'n'Bone Man),Calvin Harris,5048387,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019-07-11,global
155,Murder On My Mind,YNW Melly,5034491,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2019-07-11,global
156,Jocelyn Flores,XXXTENTACION,5027266,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019-07-11,global
157,idontwannabeyouanymore,Billie Eilish,4995603,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,2019-07-11,global
158,Baila Baila Baila,Ozuna,4992136,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,2019-07-11,global
159,Drip Too Hard (Lil Baby & Gunna),Lil Baby,4970734,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,2019-07-11,global
160,MARYLEAN (feat. Marracash) - prod. Low Kidd,MACHETE,4939508,https://open.spotify.com/track/28fRkU3vhqAJdl9i9458pQ,2019-07-11,global
161,Body (feat. Brando),Loud Luxury,4937730,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,2019-07-11,global
162,Milionària,ROSALÍA,4923311,https://open.spotify.com/track/2K3bjojp1sCLdMMoO5lJ2p,2019-07-11,global
163,Havana (feat. Young Thug),Camila Cabello,4895664,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019-07-11,global
164,Desconocidos,Mau y Ricky,4830227,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019-07-11,global
165,Vossi Bop,Stormzy,4829929,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr,2019-07-11,global
166,Photograph,Ed Sheeran,4823590,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2019-07-11,global
167,Psycho (feat. Ty Dolla $ign),Post Malone,4822623,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019-07-11,global
168,Te Vi,Piso 21,4818025,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-07-11,global
169,Africa,Toto,4800295,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2019-07-11,global
170,Lost In Japan,Shawn Mendes,4696587,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019-07-11,global
171,Look Back At It,A Boogie Wit da Hoodie,4694659,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,2019-07-11,global
172,The Middle,Zedd,4677633,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2019-07-11,global
173,Focus (feat. 21 Savage),Bazzi,4669789,https://open.spotify.com/track/12iDo4Kdw9vA2X1lN3UTVu,2019-07-11,global
174,ocean eyes,Billie Eilish,4633621,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2019-07-11,global
175,Closer,The Chainsmokers,4627068,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019-07-11,global
176,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,4620557,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019-07-11,global
177,Bad Liar,Imagine Dragons,4618306,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2019-07-11,global
178,One Kiss (with Dua Lipa),Calvin Harris,4589392,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2019-07-11,global
179,Too Good At Goodbyes,Sam Smith,4582616,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2019-07-11,global
180,Sunset (with J. Cole feat. Young Nudy),Dreamville,4581012,https://open.spotify.com/track/3pZO6GoVPeSYDxxsH6vCdj,2019-07-11,global
181,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,4567003,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019-07-11,global
182,Wonderwall - Remastered,Oasis,4558592,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,2019-07-11,global
183,Something Just Like This,The Chainsmokers,4541736,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2019-07-11,global
184,All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,4529531,https://open.spotify.com/track/3O83h4LS797N23DpweeRAa,2019-07-11,global
185,MOJAITA,J Balvin,4512812,https://open.spotify.com/track/71pEiUWwfDFiRO6RmFpnBf,2019-07-11,global
186,MEGATRON,Nicki Minaj,4502811,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj,2019-07-11,global
187,What I Like About You (feat. Theresa Rex),Jonas Blue,4490995,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ,2019-07-11,global
188,Under Pressure - Remastered,Queen,4482591,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2019-07-11,global
189,Always Remember Us This Way,Lady Gaga,4463480,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,2019-07-11,global
190,Mr. Brightside,The Killers,4452265,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,2019-07-11,global
191,Get You The Moon (feat. Snøw),Kina,4450735,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,2019-07-11,global
192,All of Me,John Legend,4437914,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,2019-07-11,global
193,Juice,Lizzo,4410661,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl,2019-07-11,global
194,Promises (with Sam Smith),Calvin Harris,4408178,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019-07-11,global
195,Treat You Better,Shawn Mendes,4401290,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,2019-07-11,global
196,ZEZE (feat. Travis Scott & Offset),Kodak Black,4394111,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,2019-07-11,global
197,I'm Yours,Jason Mraz,4386935,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,2019-07-11,global
198,Congratulations,Post Malone,4379716,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2019-07-11,global
199,comethru,Jeremy Zucker,4346708,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-07-11,global
200,Thinking out Loud,Ed Sheeran,4338364,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2019-07-11,global
1,Señorita,Shawn Mendes,64942021,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,2019-07-18,global
2,I Don't Care (with Justin Bieber),Ed Sheeran,38459324,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-07-18,global
3,Beautiful People (feat. Khalid),Ed Sheeran,36721702,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-07-18,global
4,Goodbyes (Feat. Young Thug),Post Malone,32776195,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-07-18,global
5,bad guy,Billie Eilish,27733366,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-07-18,global
6,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,26270757,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019-07-18,global
7,Antisocial (with Travis Scott),Ed Sheeran,25282995,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,2019-07-18,global
